Online ISBN,Author,Book Title,Series,Category,Publisher,Product Group,Core Subjects,Cambridge Core DOI/URL
9.78E+12,Geikie,Memoir of Sir Andrew Crombie Ramsay,Cambridge Library Collection - Earth Science,Historic,Cambridge University Press,Cambridge Library Collection,"Science and Engineering, General Science, Earth and Environmental Sciences, History of Science, Geomorphology and Physical Geography, Earth and Environmental Science: General Interest",https://doi.org/10.1017/CBO9781139096959
9.78E+12,Vogt,"Nord-fahrt, entlang der Norwegischen keste, nach dem Nordkap, den Inseln Jan Mayen und Island, auf dem Schooner Joachim Hinrich",Cambridge Library Collection - Polar Exploration,Historic,Cambridge University Press,Cambridge Library Collection,"Social Sciences, Geography, Historical Geography",https://doi.org/10.1017/CBO9781139152020
9.78E+12,Bentham/Mueller,Flora Australiensis,Cambridge Library Collection - Botany and Horticulture,Historic,Cambridge University Press,Cambridge Library Collection,"Science and Engineering, Life Sciences, Botanical Reference, Plant Sciences, Natural Resource Management, Agriculture, Horticulture and forestry",https://doi.org/10.1017/CBO9781139096010
9.78E+12,Belcher,The Last of the Arctic Voyages,Cambridge Library Collection - Polar Exploration,Historic,Cambridge University Press,Cambridge Library Collection,"Social Sciences, Geography, Historical Geography",https://doi.org/10.1017/CBO9780511995217
9.78E+12,Dalton,Meteorological Observations and Essays,Cambridge Library Collection - Physical  Sciences,Historic,Cambridge University Press,Cambridge Library Collection,"Science and Engineering, Social Sciences, Earth and Environmental Sciences, Engineering, History, Atmospheric Science and Meteorology, Engineering: General Interest, History of Science: General Interest",https://doi.org/10.1017/CBO9780511880766
9.78E+12,Hogan,The Study of Behavior,,Monographs,Cambridge University Press,Cambridge Books Online,"Science and Engineering, Social Sciences, Life Sciences, Psychology, Animal Behaviour, Biological Psychology",https://doi.org/10.1017/CBO9781108123792
9.78E+12,Peggs/Satogata,Introduction to Accelerator Dynamics,,Professional and Individual Purchase,Cambridge University Press,Cambridge Books Online,"Science and Engineering, Physics And Astronomy, Theoretical Physics and Mathematical Physics, Particle Physics and Nuclear Physics",https://doi.org/10.1017/9781316459300
9.78E+12,Chalmers,Family-Centred Perinatal Care,,Professional and Individual Purchase,Cambridge University Press,Cambridge Books Online,"Medicine, Obstetrics and Gynecology, Reproductive Medicine",https://doi.org/10.1017/9781316809662
9.78E+12,Litster,Design and Processing of Particulate Products,Cambridge Series in Chemical Engineering,Coursebooks and Recommended Reading,Cambridge University Press,Cambridge Books Online,"Science and Engineering, Engineering, Chemical Engineering, Solid Mechanics and Materials",https://doi.org/10.1017/CBO9781139017558
9.78E+12,Manolakis/Lockwood/Cooley,Hyperspectral Imaging Remote Sensing,,Coursebooks and Recommended Reading,Cambridge University Press,Cambridge Books Online,"Science and Engineering, Earth and Environmental Sciences, Engineering, Remote Sensing and Gis, Communications and Signal Processing",https://doi.org/10.1017/CBO9781316017876
9.78E+12,Galtier,Introduction to Modern Magnetohydrodynamics,,Coursebooks and Recommended Reading,Cambridge University Press,Cambridge Books Online,,https://doi.org/10.1017/CBO9781316665961
9.78E+12,Eamus/Huete/Yu,Vegetation Dynamics,,Professional and Individual Purchase,Cambridge University Press,Cambridge Books Online,"Science and Engineering, Earth and Environmental Sciences, Life Sciences, Environmental Science, Plant Sciences",https://doi.org/10.1017/CBO9781107286221
9.78E+12,Li et al,"Dynamics and Predictability of Large-Scale, High-Impact Weather and Climate Events",Special Publications of the International Union of Geodesy and Geophysics,Monographs,Cambridge University Press,Cambridge Books Online,"Science and Engineering, Earth and Environmental Sciences, Earth and Environmental Science: General Interest, Climatology and Climate Change, Atmospheric Science and Meteorology",https://doi.org/10.1017/CBO9781107775541
9.78E+12,Selvin,A Biostatistics Toolbox for Data Analysis,,Coursebooks and Recommended Reading,Cambridge University Press,Cambridge Books Online,"Science and Engineering, Life Sciences, Statistics and Probability, Quantitative Biology, Biostatistics and Mathematical Modeling, Statistics for Life Sciences, Medicine and Health",https://doi.org/10.1017/CBO9781316286159
9.78E+12,Chen/Micchelli/Xu,Multiscale Methods for Fredholm Integral Equations,Cambridge Monographs on Applied and Computational Mathematics,Monographs,Cambridge University Press,Cambridge Books Online,"Science and Engineering, Mathematics, Numerical Analysis and Computational Science, Differential and Integral Equations, Dynamical Systems and Control Theory, Computational Science",https://doi.org/10.1017/CBO9781316216637
9.78E+12,Vieta/Torrent/Martenez-Aren,Functional Remediation for Bipolar Disorder,,Professional and Individual Purchase,Cambridge University Press,Cambridge Books Online,"Psychiatry, Psychiatry and Clinical Psychology",https://doi.org/10.1017/CBO9781107415867
9.78E+12,Weiss/Proctor,Magnetoconvection,Cambridge Monographs on Mechanics,Monographs,Cambridge University Press,Cambridge Books Online,"Science and Engineering, Mathematics, Physics And Astronomy, Fluid Dynamics and Solid Mechanics, Space Science",https://doi.org/10.1017/CBO9780511667459
9.78E+12,Bruff,A Treatise on Engineering Field-Work,Cambridge Library Collection - Technology,Historic,Cambridge University Press,Cambridge Library Collection,"Science and Engineering, Engineering, General Science, Civil and Geotechnical Engineering, History of Science, Engineering: General Interest",https://doi.org/10.1017/CBO9781107294448
9.78E+12,Alshryda/Jones/Banaszkiewicz,Postgraduate Paediatric Orthopaedics,,Coursebooks and Recommended Reading,Cambridge University Press,Cambridge Books Online,"Medicine, Surgery",https://doi.org/10.1017/CBO9781107415065
9.78E+12,Lyon,A Brief Narrative of an Unsuccessful Attempt to Reach Repulse Bay,Cambridge Library Collection - Polar Exploration,Historic,Cambridge University Press,Cambridge Library Collection,"Social Sciences, Geography, Historical Geography",https://doi.org/10.1017/CBO9781107281202
9.78E+12,Gelfond/Kahl,"Knowledge Representation, Reasoning, and the Design of Intelligent Agents",,Coursebooks and Recommended Reading,Cambridge University Press,Cambridge Books Online,"Science and Engineering, Social Sciences, Computer Science, Psychology, Artificial Intelligence and Natural Language Processing, Cognition",https://doi.org/10.1017/CBO9781139342124
9.78E+12,Konstantatos/Sargent,Colloidal Quantum Dot Optoelectronics and Photovoltaics,,Monographs,Cambridge University Press,Cambridge Books Online,"Science and Engineering, Engineering, Electronic, Optoelectronic Devices, and Nanotechnology, Materials Science",https://doi.org/10.1017/CBO9781139022750
9.78E+12,Shah et al,Practical Emergency Resuscitation and Critical Care,,Professional and Individual Purchase,Cambridge University Press,Cambridge Books Online,"Medicine, Emergency Medicine, Anesthesia,  Intensive Care, Pain Management",https://doi.org/10.1017/CBO9781139523936
9.78E+12,Andreotti/Forterre/Pouliquen,Granular Media,,Professional and Individual Purchase,Cambridge University Press,Cambridge Books Online,"Science and Engineering, Physics And Astronomy, Earth and Environmental Sciences, Condensed Matter Physics, Nanoscience and Mesoscopic Physics, Sedimentology and Stratigraphy",https://doi.org/10.1017/CBO9781139541008
9.78E+12,Adler/Tanner,Urban Ecosystems,,Coursebooks and Recommended Reading,Cambridge University Press,Cambridge Books Online,"Science and Engineering, Life Sciences, Ecology and Conservation, Natural Resource Management, Agriculture, Horticulture and forestry",https://doi.org/10.1017/CBO9780511981050
9.78E+12,Long/Long,The Voyage of the Jeannette,Cambridge Library Collection - Polar Exploration,Historic,Cambridge University Press,Cambridge Library Collection,"Social Sciences, Geography, Historical Geography",https://doi.org/10.1017/CBO9781139236669
9.78E+12,Saitta/Giordana/Cornuejols,Phase Transitions in Machine Learning,,Professional and Individual Purchase,Cambridge University Press,Cambridge Books Online,"Science and Engineering, Computer Science, Physics And Astronomy, Pattern Recognition and Machine Learning, Statistical Physics",https://doi.org/10.1017/CBO9780511975509
9.78E+12,Pinkus,Totally Positive Matrices,Cambridge Tracts in Mathematics,Monographs,Cambridge University Press,Cambridge Books Online,"Science and Engineering, Mathematics, Abstract Analysis, Algebra, Recreational Mathematics",https://doi.org/10.1017/CBO9780511691713
9.78E+12,Romero,Cave Biology,"Ecology, Biodiversity and Conservation",Monographs,Cambridge University Press,Cambridge Books Online,"Science and Engineering, Life Sciences, Ecology and Conservation",https://doi.org/10.1017/CBO9780511596841
9.78E+12,Khrushchev,Orthogonal Polynomials and Continued Fractions,Encyclopedia of Mathematics and its Applications,Monographs,Cambridge University Press,Cambridge Books Online,"Science and Engineering, Mathematics, Abstract Analysis, Recreational Mathematics, Number Theory",https://doi.org/10.1017/CBO9780511721403
9.78E+12,Larner,Neuropsychological Neurology,,Professional and Individual Purchase,Cambridge University Press,Cambridge Books Online,"Medicine, Neurology and Clinical Neuroscience",https://doi.org/10.1017/CBO9780511545009
9.78E+12,Glowinski/Lions/He,Exact and Approximate Controllability for Distributed Parameter Systems,Encyclopedia of Mathematics and its Applications,Monographs,Cambridge University Press,Cambridge Books Online,"Science and Engineering, Mathematics, Computational Science, Numerical Analysis and Computational Science, Recreational Mathematics",https://doi.org/10.1017/CBO9780511721595
9.78E+12,Johnston/Owler/Pickard,The Pseudotumor Cerebri Syndrome,,Professional and Individual Purchase,Cambridge University Press,Cambridge Books Online,"Medicine, Neurology and Clinical Neuroscience",https://doi.org/10.1017/CBO9780511544996
9.78E+12,Landau/Binder,A Guide to Monte Carlo Simulations in Statistical Physics,,Professional and Individual Purchase,Cambridge University Press,Cambridge Books Online,"Science and Engineering, Physics And Astronomy, Condensed Matter Physics, Nanoscience and Mesoscopic Physics, Statistical Physics",https://doi.org/10.1017/CBO9780511614460
9.78E+12,Henderson/Pockley,Molecular Chaperones and Cell Signalling,,Monographs,Cambridge University Press,Cambridge Books Online,"Science and Engineering, Life Sciences, Microbiology and Immunology, Molecular Biology, Biochemistry, and Structural Biology",https://doi.org/10.1017/CBO9780511546310
9.78E+12,Murphy/Scambler,Velo-Cardio-Facial Syndrome,,Monographs,Cambridge University Press,Cambridge Books Online,"Medicine, Psychiatry, Pediatrics and Child Health, Psychiatry and Clinical Psychology",https://doi.org/10.1017/CBO9780511544101
9.78E+12,Iserles,Acta Numerica 2004,Acta Numerica,Monographs,Cambridge University Press,Cambridge Books Online,"Science and Engineering, Mathematics, Geometry and Topology, Differential and Integral Equations, Dynamical Systems and Control Theory",https://doi.org/10.1017/CBO9780511569975
9.78E+12,Bichteler,Stochastic Integration with Jumps,Encyclopedia of Mathematics and its Applications,Monographs,Cambridge University Press,Cambridge Books Online,"Science and Engineering, Statistics and Probability, Mathematics, Probability Theory and Stochastic Processes, Abstract Analysis, Recreational Mathematics",https://doi.org/10.1017/CBO9780511549878
9.78E+12,Fulford/Broadbridge,Industrial Mathematics,Australian Mathematical Society Lecture Series,Professional and Individual Purchase,Cambridge University Press,Cambridge Books Online,"Science and Engineering, Mathematics, Recreational Mathematics, Mathematical Modeling and Methods, Abstract Analysis",https://doi.org/10.1017/CBO9780511613210
9.78E+12,Cumberbatch/Fitt,Mathematical Modeling,,Coursebooks and Recommended Reading,Cambridge University Press,Cambridge Books Online,"Science and Engineering, Engineering, Mathematics, Thermal-Fluids Engineering, Mathematical Modeling and Methods",https://doi.org/10.1017/CBO9780511626326
9.78E+12,Bollobes,Random Graphs,Cambridge Studies in Advanced Mathematics,Professional and Individual Purchase,Cambridge University Press,Cambridge Books Online,"Science and Engineering, Mathematics, Recreational Mathematics, Discrete Mathematics Information Theory and Coding",https://doi.org/10.1017/CBO9780511814068
9.78E+12,Elder/Dale,In Vitro Fertilization,,Professional and Individual Purchase,Cambridge University Press,Cambridge Books Online,"Medicine, Pathology and Laboratory Science, Obstetrics and Gynecology, Reproductive Medicine",https://doi.org/10.1017/CBO9780511545146
