Online ISBN,Author,Book Title,Series,Category,Publisher,Product Group,Core Subjects,Cambridge Core DOI/URL
9.78E+12,Best,Environmental Pollution Studies,,Books for Research,Liverpool University Press,Liverpool University Press,"Science and Engineering, Earth and Environmental Sciences, Environmental Science",https://www.cambridge.org/core/product/identifier/9781781386460/type/BOOK
9.78E+12,Flapan,When Topology Meets Chemistry,Outlooks,Coursebooks and Recommended Reading,Cambridge University Press,Cambridge Books Online,"Science and Engineering, Mathematics, Recreational Mathematics, Geometry and Topology",https://doi.org/10.1017/CBO9780511626272
9.78E+12,Blanchard/Maass/Nogueira,Topics in Symbolic Dynamics and Applications,London Mathematical Society Lecture Note Series,Monographs,Cambridge University Press,Cambridge Books Online,"Science and Engineering, Mathematics, Differential and Integral Equations, Dynamical Systems and Control Theory, Recreational Mathematics",https://doi.org/10.1017/CBO9780511758959
9.78E+12,Dillon,The Ecology of Freshwater Molluscs,,Monographs,Cambridge University Press,Cambridge Books Online,"Science and Engineering, Life Sciences, Ecology and Conservation, Zoology",https://doi.org/10.1017/CBO9780511542008
9.78E+12,Butler/Mitchell/Ellis,Applied Radiological Anatomy,,Professional and Individual Purchase,Cambridge University Press,Cambridge Books Online,"Medicine, Anatomy, Medical Imaging",https://doi.org/10.1017/CBO9780511663406
9.78E+12,Wing/Sartorius/esten,Diagnosis and Clinical Measurement in Psychiatry,,Professional and Individual Purchase,Cambridge University Press,Cambridge Books Online,"Psychiatry, Psychiatry and Clinical Psychology",https://doi.org/10.1017/CBO9780511666445
9.78E+12,Jurdjevic,Geometric Control Theory,Cambridge Studies in Advanced Mathematics,Monographs,Cambridge University Press,Cambridge Books Online,"Science and Engineering, Mathematics, Differential and Integral Equations, Dynamical Systems and Control Theory, Recreational Mathematics, Abstract Analysis",https://doi.org/10.1017/CBO9780511530036
9.78E+12,Hughes/Ranicki,Ends of Complexes,Cambridge Tracts in Mathematics,Monographs,Cambridge University Press,Cambridge Books Online,"Science and Engineering, Mathematics, Geometry and Topology, Recreational Mathematics",https://doi.org/10.1017/CBO9780511526299
9.78E+12,Paris/Tyrer,Social Factors in the Personality Disorders,Studies in Social and Community Psychiatry,Professional and Individual Purchase,Cambridge University Press,Cambridge Books Online,"Social Sciences, Psychiatry, Psychology, Psychiatry and Clinical Psychology, Social Psychology",https://doi.org/10.1017/CBO9780511722165
9.78E+12,Dauns,Modules and Rings,,Monographs,Cambridge University Press,Cambridge Books Online,"Science and Engineering, Mathematics, Algebra",https://doi.org/10.1017/CBO9780511529962
9.78E+12,Ray/Walker,Adams Memorial Symposium on Algebraic Topology,London Mathematical Society Lecture Note Series,Monographs,Cambridge University Press,Cambridge Books Online,"Science and Engineering, Mathematics, Geometry and Topology, Recreational Mathematics",https://doi.org/10.1017/CBO9780511526305
9.78E+12,Neumaier,Interval Methods for Systems of Equations,Encyclopedia of Mathematics and its Applications,Monographs,Cambridge University Press,Cambridge Books Online,"Science and Engineering, Mathematics, Real and Complex Analysis, Numerical Analysis and Computational Science, Recreational Mathematics",https://doi.org/10.1017/CBO9780511526473
9.78E+12,Erdelyi/Shengwang,A Local Spectral Theory for Closed Operators,London Mathematical Society Lecture Note Series,Monographs,Cambridge University Press,Cambridge Books Online,"Science and Engineering, Mathematics, Abstract Analysis, Recreational Mathematics",https://doi.org/10.1017/CBO9780511662249
9.78E+12,Austin/Short,Reproduction in Mammals,Reproduction in Mammals Series,Monographs,Cambridge University Press,Cambridge Books Online,"Science and Engineering, Life Sciences, Plant Sciences, Zoology",https://doi.org/10.1017/CBO9781139167727
9.78E+12,Gagen,Topics in Finite Groups,London Mathematical Society Lecture Note Series,Monographs,Cambridge University Press,Cambridge Books Online,"Science and Engineering, Mathematics, Recreational Mathematics, Algebra",https://doi.org/10.1017/CBO9780511629266
9.78E+12,Dickinson/Titley,Richard Trevithick,Cambridge Library Collection - Technology,Historic,Cambridge University Press,Cambridge Library Collection,"Science and Engineering, Engineering, Engineering: General Interest, Engineering Design, Kinematics, and Robotics",https://doi.org/10.1017/CBO9780511711169
9.78E+12,Hermite,euvres de Charles Hermite,Cambridge Library Collection - Mathematics,Historic,Cambridge University Press,Cambridge Library Collection,"Science and Engineering, Mathematics, History of Mathematical Texts, Recreational Mathematics",https://doi.org/10.1017/CBO9780511702761
9.78E+12,Davidson/Owen/Carpenter,British Fossil Brachiopoda,Cambridge Library Collection - Earth Science,Historic,Cambridge University Press,Cambridge Library Collection,"Science and Engineering, Earth and Environmental Sciences, General Science, Palaeontology and Life History, History of Science, Earth and Environmental Science: General Interest",https://doi.org/10.1017/CBO9781139104081
9.78E+12,Thomson/Tait,Treatise on Natural Philosophy,Cambridge Library Collection - Mathematics,Historic,Cambridge University Press,Cambridge Library Collection,"Science and Engineering, Mathematics, History of Mathematical Texts, Recreational Mathematics",https://doi.org/10.1017/CBO9780511703928
9.78E+12,Darwin,The Different Forms of Flowers on Plants of the Same Species,"Cambridge Library Collection - Darwin, Evolution and Genetics",Historic,Cambridge University Press,Cambridge Library Collection,"Science and Engineering, Life Sciences, General Science, Evolutionary Biology, History of Science",https://doi.org/10.1017/CBO9780511731419
9.78E+12,Scrope,The Geology and Extinct Volcanos of Central France,Cambridge Library Collection - Earth Science,Historic,Cambridge University Press,Cambridge Library Collection,"Science and Engineering, Earth and Environmental Sciences, Earth and Environmental Science: General Interest, Structural Geology, Tectonics and Geodynamics, Mineralogy, Petrology and Volcanology",https://doi.org/10.1017/CBO9780511973260
9.78E+12,La Perouse/Millet-Mureau,"A Voyage round the World, Performed in the Years 1785, 1786, 1787, and 1788, by the <I>Boussole and <I>Astrolabe",Cambridge Library Collection - Maritime Exploration,Historic,Cambridge University Press,Cambridge Library Collection,"Social Sciences, Science and Engineering, Geography, General Science, History, Historical Geography, History of Science, Global History",https://www.cambridge.org/core/product/identifier/9781139056526/type/BOOK
9.78E+12,Pedro et al,Nonlinear Circuit Simulation and Modeling,The Cambridge RF and Microwave Engineering Series,Professional and Individual Purchase,Cambridge University Press,Cambridge Books Online,"Science and Engineering, Engineering, Circuits and Systems, RF and Microwave Engineering, Electronic, Optoelectronic Devices, and Nanotechnology",https://doi.org/10.1017/9781316492963
9.78E+12,Zhang,Matrix Analysis and Applications,,Professional and Individual Purchase,Cambridge University Press,Cambridge Books Online,"Science and Engineering, Mathematics, Abstract Analysis, Algebra",https://doi.org/10.1017/9781108277587
9.78E+12,Buss/Hejek/Pudlek,Logic Colloquium '98,Lecture Notes in Logic,Monographs,Cambridge University Press,Cambridge Books Online,"Science and Engineering, Humanities, Mathematics, Computer Science, Philosophy, Logic, Categories and Sets, Programming Languages and Applied Logic, Logic",https://doi.org/10.1017/9781316756140
9.78E+12,Cahan,Water Security in the Middle East,,Books for Research,Anthem Press,Anthem Press,"Science and Engineering, Earth and Environmental Sciences, Hydrology, Hydrogeology and Water Resources",https://www.cambridge.org/core/product/identifier/9781783085675/type/BOOK
9.78E+12,Niyato et al,Wireless-Powered Communication Networks,,Professional and Individual Purchase,Cambridge University Press,Cambridge Books Online,"Science and Engineering, Engineering, Computer Science, Wireless Communications, Distributed, Networked and Mobile Computing",https://doi.org/10.1017/9781316471845
9.78E+12,Luisi,The Emergence of Life,,Professional and Individual Purchase,Cambridge University Press,Cambridge Books Online,"Science and Engineering, Life Sciences, Engineering, Evolutionary Biology, Chemical Engineering",https://doi.org/10.1017/CBO9781316135990
9.78E+12,Soares/Young,Bipolar Disorders,,Professional and Individual Purchase,Cambridge University Press,Cambridge Books Online,"Psychiatry, Psychiatry and Clinical Psychology",https://doi.org/10.1017/CBO9781107477278
9.78E+12,Appasani/Scherer/Visscher,Genome-Wide Association Studies,,Professional and Individual Purchase,Cambridge University Press,Cambridge Books Online,"Science and Engineering, Life Sciences, Genomics, Bioinformatics and Systems Biology, Genetics",https://doi.org/10.1017/CBO9781107337459
9.78E+12,Berkow/Sakles,Cases in Emergency Airway Management,,Professional and Individual Purchase,Cambridge University Press,Cambridge Books Online,"Medicine, Anesthesia,  Intensive Care, Pain Management, Emergency Medicine",https://doi.org/10.1017/CBO9781139941471
9.78E+12,Krim/Ben Hamza,Geometric Methods in Signal and Image Analysis,,Coursebooks and Recommended Reading,Cambridge University Press,Cambridge Books Online,"Science and Engineering, Engineering, Computer Science, Communications and Signal Processing, Computer Graphics, Image Processing and Robotics",https://doi.org/10.1017/CBO9781139523967
9.78E+12,Ammon/Erdmenger,Gauge/Gravity Duality,,Coursebooks and Recommended Reading,Cambridge University Press,Cambridge Books Online,"Science and Engineering, Physics And Astronomy, Theoretical Physics and Mathematical Physics, Particle Physics and Nuclear Physics",https://doi.org/10.1017/CBO9780511846373
9.78E+12,Heinonen et al,Sobolev Spaces on Metric Measure Spaces,New Mathematical Monographs,Monographs,Cambridge University Press,Cambridge Books Online,"Science and Engineering, Mathematics, Recreational Mathematics, Abstract Analysis",https://doi.org/10.1017/CBO9781316135914
9.78E+12,Mawe,The Mineralogy of Derbyshire,Cambridge Library Collection - Earth Science,Historic,Cambridge University Press,Cambridge Library Collection,"Science and Engineering, Earth and Environmental Sciences, Structural Geology, Tectonics and Geodynamics, Earth and Environmental Science: General Interest, Mineralogy, Petrology and Volcanology",https://doi.org/10.1017/CBO9781107707252
9.78E+12,Goodman et al,Medical Writing,,Professional and Individual Purchase,Cambridge University Press,Cambridge Books Online,"Medicine, Medicine: General Interest",https://doi.org/10.1017/CBO9781107279179
9.78E+12,Pasley,"Observations on Limes, Calcareous Cements, Mortars, Stuccos, and Concrete",Cambridge Library Collection - Technology,Historic,Cambridge University Press,Cambridge Library Collection,"Science and Engineering, Engineering, General Science, Civil and Geotechnical Engineering, History of Science, Engineering: General Interest",https://doi.org/10.1017/CBO9781107280731
9.78E+12,Dryander,Catalogus bibliothece historico-naturalis Josephi Banks,Cambridge Library Collection - Botany and Horticulture,Historic,Cambridge University Press,Cambridge Library Collection,"Science and Engineering, General Science, Life Sciences, History of Science, Plant Sciences, Natural Resource Management, Agriculture, Horticulture and forestry",https://doi.org/10.1017/CBO9781107252981
9.78E+12,Coomes/Burslem/Simonson,Forests and Global Change,Ecological Reviews,Coursebooks and Recommended Reading,Cambridge University Press,Cambridge Books Online,"Science and Engineering, Earth and Environmental Sciences, Life Sciences, Environmental Science, Ecology and Conservation",https://doi.org/10.1017/CBO9781107323506
9.78E+12,Wood,The Rev. J. G. Wood,Cambridge Library Collection - Zoology,Historic,Cambridge University Press,Cambridge Library Collection,"Science and Engineering, Life Sciences, General Science, Zoology, History of Science",https://doi.org/10.1017/CBO9781107049383
9.78E+12,Ingold/Palsson,Biosocial Becomings,,Coursebooks and Recommended Reading,Cambridge University Press,Cambridge Books Online,"Science and Engineering, Social Sciences, Life Sciences, Anthropology, Biological Anthropology and Primatology, Social and Cultural Anthropology",https://doi.org/10.1017/CBO9781139198394
9.78E+12,Nofzinger/Maquet/Thorpy,Neuroimaging of Sleep and Sleep Disorders,,Professional and Individual Purchase,Cambridge University Press,Cambridge Books Online,"Medicine, Neurology and Clinical Neuroscience, Medical Imaging",https://doi.org/10.1017/CBO9781139088268
9.78E+12,Laloe,Do We Really Understand Quantum Mechanics?,,Professional and Individual Purchase,Cambridge University Press,Cambridge Books Online,"Science and Engineering, Physics And Astronomy, Quantum Physics, Quantum Information and Quantum Computation, History, Philosophy and Foundations of  Physics",https://doi.org/10.1017/CBO9781139177160
9.78E+12,Bigoni,Nonlinear Solid Mechanics,,Monographs,Cambridge University Press,Cambridge Books Online,"Science and Engineering, Engineering, Solid Mechanics and Materials",https://doi.org/10.1017/CBO9781139178938
9.78E+12,McClintock,A Narrative of the Discovery of the Fate of Sir John Franklin and his Companions,Cambridge Library Collection - Polar Exploration,Historic,Cambridge University Press,Cambridge Library Collection,"Social Sciences, Geography, Historical Geography",https://doi.org/10.1017/CBO9781139236522
9.78E+12,Talreja/Singh,Damage and Failure of Composite Materials,,Professional and Individual Purchase,Cambridge University Press,Cambridge Books Online,"Science and Engineering, Engineering, Materials Science, Solid Mechanics and Materials",https://doi.org/10.1017/CBO9781139016063
9.78E+12,Choiecki,Voyage dans les Mers du Nord e bord de la corvette La Reine Hortense,Cambridge Library Collection - Polar Exploration,Historic,Cambridge University Press,Cambridge Library Collection,"Social Sciences, Geography, Historical Geography",https://doi.org/10.1017/CBO9781139236621
9.78E+12,Child,Theory of Molecular Rydberg States,Cambridge Molecular Science,Monographs,Cambridge University Press,Cambridge Books Online,"Science and Engineering, Physics And Astronomy, Chemistry, Atomic Physics, Molecular Physics and Chemical Physics, Physical Chemistry",https://doi.org/10.1017/CBO9780511994814
9.78E+12,Oakley et al,101 Recipes for Audit in Psychiatry,,Professional and Individual Purchase,Royal College of Psychiatrists,Cambridge Books Online,"Psychiatry, Psychiatry and Clinical Psychology",https://www.cambridge.org/core/product/identifier/9781108625920/type/BOOK
9.78E+12,Farquharson/Stephenson,Early Pregnancy,,Professional and Individual Purchase,Cambridge University Press,Cambridge Books Online,"Medicine, Obstetrics and Gynecology, Reproductive Medicine",https://doi.org/10.1017/CBO9780511777851
9.78E+12,Warren/Arulkumaran,Best Practice in Labour and Delivery,,Professional and Individual Purchase,Cambridge University Press,Cambridge Books Online,"Medicine, Obstetrics and Gynecology, Reproductive Medicine",https://doi.org/10.1017/CBO9780511635489
9.78E+12,Abedon,Bacteriophage Ecology,Advances in Molecular and Cellular Microbiology,Monographs,Cambridge University Press,Cambridge Books Online,"Science and Engineering, Medicine, Life Sciences, Pathology and Laboratory Science, Microbiology and Immunology, Biotechnology",https://doi.org/10.1017/CBO9780511541483
9.78E+12,Deek/McHugh,Open Source,,Professional and Individual Purchase,Cambridge University Press,Cambridge Books Online,"Science and Engineering, Computer Science, Computing and Society",https://doi.org/10.1017/CBO9780511619526
9.78E+12,Kirkham/Shepherd,Progress in Pathology,Progress in Pathology,Professional and Individual Purchase,Cambridge University Press,Cambridge Books Online,"Medicine, Medicine: General Interest, Pathology and Laboratory Science",https://doi.org/10.1017/CBO9780511545955
9.78E+12,Certini/Scalenghe,Soils: Basic Concepts and Future Challenges,,Monographs,Cambridge University Press,Cambridge Books Online,"Science and Engineering, Earth and Environmental Sciences, Life Sciences, Soil Science, Natural Resource Management, Agriculture, Horticulture and forestry",https://doi.org/10.1017/CBO9780511535802
9.78E+12,Ogilvy-Stuart/Midgley,Practical Neonatal Endocrinology,Cambridge Clinical Guides,Professional and Individual Purchase,Cambridge University Press,Cambridge Books Online,"Medicine, Pediatrics and Child Health, Pathology and Laboratory Science",https://doi.org/10.1017/CBO9780511544736
9.78E+12,Dee,Building a Successful Career in Scientific Research,,Coursebooks and Recommended Reading,Cambridge University Press,Cambridge Books Online,"Science and Engineering, General Science, Life Sciences, Science Handbooks, Life Science Professional Development",https://doi.org/10.1017/CBO9781139165471
9.78E+12,Brown,Centennial History of the Carnegie Institution of Washington,,Monographs,Cambridge University Press,Cambridge Books Online,"Science and Engineering, Earth and Environmental Sciences, Solid Earth Geophysics, Earth and Environmental Science: General Interest",https://doi.org/10.1017/CBO9780511535611
9.78E+12,Shah/Kelly,Principles and Practice of Emergency Neurology,,Professional and Individual Purchase,Cambridge University Press,Cambridge Books Online,"Medicine, Neurology and Clinical Neuroscience, Emergency Medicine",https://doi.org/10.1017/CBO9780511547256
9.78E+12,Beerling/Woodward,Vegetation and the Terrestrial Carbon Cycle,,Monographs,Cambridge University Press,Cambridge Books Online,"Science and Engineering, Life Sciences, Ecology and Conservation",https://doi.org/10.1017/CBO9780511541940
9.78E+12,Hirschfeld,"Surveys in Combinatorics, 2001",London Mathematical Society Lecture Note Series,Monographs,Cambridge University Press,Cambridge Books Online,"Science and Engineering, Mathematics, Discrete Mathematics Information Theory and Coding, Recreational Mathematics",https://doi.org/10.1017/CBO9780511721328
9.78E+12,Mayberry,The Foundations of Mathematics in the Theory of Sets,Encyclopedia of Mathematics and its Applications,Monographs,Cambridge University Press,Cambridge Books Online,"Science and Engineering, Humanities, Mathematics, Philosophy, Logic, Categories and Sets, Recreational Mathematics, Philosophy: General Interest",https://doi.org/10.1017/CBO9781139087124
9.78E+12,Westfall,Atlas of the Lunar Terminator,,Trade Titles,Cambridge University Press,Cambridge Books Online,"Science and Engineering, Physics And Astronomy, Practical and Amateur Astronomy",https://doi.org/10.1017/CBO9780511525162
9.78E+12,Blake/Seroussi/Smart,Elliptic Curves in Cryptography,London Mathematical Society Lecture Note Series,Professional and Individual Purchase,Cambridge University Press,Cambridge Books Online,"Science and Engineering, Computer Science, Mathematics, Cryptography, Cryptology and Coding, Recreational Mathematics, Number Theory",https://doi.org/10.1017/CBO9781107360211
9.78E+12,Bard,Morphogenesis,Developmental and Cell Biology Series,Monographs,Cambridge University Press,Cambridge Books Online,"Science and Engineering, Medicine, Life Sciences, Obstetrics and Gynecology, Reproductive Medicine, Cell Biology and Developmental Biology",https://doi.org/10.1017/CBO9780511626173
9.78E+12,Caughley/Shepherd/Short,Kangaroos,Cambridge Studies in Applied Ecology and Resource Management,Monographs,Cambridge University Press,Cambridge Books Online,"Science and Engineering, Life Sciences, Ecology and Conservation, Zoology",https://doi.org/10.1017/CBO9780511898082
9.78E+12,Binmore,The Foundations of Topological Analysis: A Straightforward Introduction,,Monographs,Cambridge University Press,Cambridge Books Online,"Science and Engineering, Mathematics, Abstract Analysis",https://doi.org/10.1017/CBO9780511566110
9.78E+12,Northcott,Finite Free Resolutions,Cambridge Tracts in Mathematics,Monographs,Cambridge University Press,Cambridge Books Online,"Science and Engineering, Mathematics, Algebra, Recreational Mathematics",https://doi.org/10.1017/CBO9780511565892
9.78E+12,Cayley,The Collected Mathematical Papers,Cambridge Library Collection - Mathematics,Historic,Cambridge University Press,Cambridge Library Collection,"Science and Engineering, Mathematics, History of Mathematical Texts, Recreational Mathematics",https://doi.org/10.1017/CBO9780511703799
9.78E+12,Cauchy,Oeuvres completes,Cambridge Library Collection - Mathematics,Historic,Cambridge University Press,Cambridge Library Collection,"Science and Engineering, Mathematics, Recreational Mathematics, History of Mathematical Texts",https://doi.org/10.1017/CBO9780511702280
9.78E+12,Gauss,Werke,Cambridge Library Collection - Mathematics,Historic,Cambridge University Press,Cambridge Library Collection,"Science and Engineering, Mathematics, History of Mathematical Texts, Recreational Mathematics",https://doi.org/10.1017/CBO9781139058254
9.78E+12,Cartwright,A Journal of Transactions and Events during a Residence of Nearly Sixteen Years on the Coast of Labrador,Cambridge Library Collection - Polar Exploration,Historic,Cambridge University Press,Cambridge Library Collection,"Social Sciences, Geography, Historical Geography",https://doi.org/10.1017/CBO9781139151863
9.78E+12,Demri/Goranko/Lange,Temporal Logics in Computer Science,Cambridge Tracts in Theoretical Computer Science,Professional and Individual Purchase,Cambridge University Press,Cambridge Books Online,"Humanities, Science and Engineering, Philosophy, Computer Science, Logic, Programming Languages and Applied Logic, Algorithmics, Complexity, Computer Algebra, Computational Geometry",https://doi.org/10.1017/CBO9781139236119
9.78E+12,Caplan,Caplan's Stroke,,Professional and Individual Purchase,Cambridge University Press,Cambridge Books Online,"Medicine, Neurology and Clinical Neuroscience",https://doi.org/10.1017/CBO9781316095805
9.78E+12,Hashemi/Raman,mm-Wave Silicon Power Amplifiers and Transmitters,The Cambridge RF and Microwave Engineering Series,Professional and Individual Purchase,Cambridge University Press,Cambridge Books Online,"Science and Engineering, Engineering, RF and Microwave Engineering, Electronic, Optoelectronic Devices, and Nanotechnology, Circuits and Systems",https://doi.org/10.1017/CBO9781107295520
9.78E+12,Poisson/Will,Gravity,,Coursebooks and Recommended Reading,Cambridge University Press,Cambridge Books Online,"Science and Engineering, Physics And Astronomy, General and Classical Physics",https://doi.org/10.1017/CBO9781139507486
9.78E+12,Baaquie,Path Integrals and Hamiltonians,,Monographs,Cambridge University Press,Cambridge Books Online,"Science and Engineering, Physics And Astronomy, Theoretical Physics and Mathematical Physics, Quantum Physics, Quantum Information and Quantum Computation",https://doi.org/10.1017/CBO9780511842450
9.78E+12,Watt,A Dictionary of the Economic Products of India,Cambridge Library Collection - Botany and Horticulture,Historic,Cambridge University Press,Cambridge Library Collection,"Science and Engineering, Life Sciences, Botanical Reference, Plant Sciences, Natural Resource Management, Agriculture, Horticulture and forestry",https://doi.org/10.1017/CBO9781107239203
9.78E+12,Mach/McCormack,Popular Scientific Lectures,Cambridge Library Collection - Physical  Sciences,Monographs,Cambridge University Press,Cambridge Library Collection,"Science and Engineering, Mathematics, Physics And Astronomy, Engineering, History of Mathematical Texts, History, Philosophy and Foundations of  Physics, Engineering: General Interest",https://doi.org/10.1017/CBO9781107338432
9.78E+12,Keynes,A Bibliography of the Writings of Dr William Harvey,,Monographs,Cambridge University Press,Cambridge Books Online,"Science and Engineering, General Science, History of Science",https://doi.org/10.1017/CBO9781316529959
9.78E+12,Sommer/Zochodne,Case Studies in Neurological Pain,Case Studies in Neurology,Professional and Individual Purchase,Cambridge University Press,Cambridge Books Online,"Medicine, Anesthesia,  Intensive Care, Pain Management, Neurology and Clinical Neuroscience",https://doi.org/10.1017/CBO9781139194099
9.78E+12,Cuvier,Le regne animal distribue d'apres son organisation,Cambridge Library Collection - Zoology,Historic,Cambridge University Press,Cambridge Library Collection,"Science and Engineering, Life Sciences, General Science, Zoology, History of Science",https://doi.org/10.1017/CBO9781139567091
9.78E+12,Dumont d'Urville,Voyage au Pole Sud et dans l'Oceanie sur les corvettes l'Astrolabe et la Zelee,Cambridge Library Collection - Polar Exploration,Historic,Cambridge University Press,Cambridge Library Collection,"Social Sciences, Geography, Historical Geography",https://doi.org/10.1017/CBO9781139236386
9.78E+12,Moser/Chen,A Student's Guide to Coding and Information Theory,,Coursebooks and Recommended Reading,Cambridge University Press,Cambridge Books Online,"Science and Engineering, Engineering, Computer Science, Communications and Signal Processing, Cryptography, Cryptology and Coding",https://doi.org/10.1017/CBO9781139059534
9.78E+12,Sha,Novel Porous Media Formulation for Multiphase Flow Conservation Equations,,Monographs,Cambridge University Press,Cambridge Books Online,"Science and Engineering, Engineering, Thermal-Fluids Engineering",https://doi.org/10.1017/CBO9781139003407
9.78E+12,Babinsky/Harvey,Shock Wave-Boundary-Layer Interactions,Cambridge Aerospace Series,Monographs,Cambridge University Press,Cambridge Books Online,"Science and Engineering, Physics And Astronomy, Engineering, Nonlinear Science and Fluid Dynamics, Aerospace Engineering, Thermal-Fluids Engineering",https://doi.org/10.1017/CBO9780511842757
9.78E+12,Buchanan/Norko,The Psychiatric Report,,Professional and Individual Purchase,Cambridge University Press,Cambridge Books Online,"Social Sciences, Law, Psychiatry, Medico-Legal, Bioethics and Health Law, Psychiatry and Clinical Psychology",https://doi.org/10.1017/CBO9780511895074
9.78E+12,Noble/Nelson,Manual of Emergency and Critical Care Ultrasound,,Professional and Individual Purchase,Cambridge University Press,Cambridge Books Online,"Medicine, Anesthesia,  Intensive Care, Pain Management, Emergency Medicine",https://doi.org/10.1017/CBO9780511734281
9.78E+12,Vink/Nechifor,Magnesium in the Central Nervous System,,Books for Research,The University of Adelaide Press,The University of Adelaide Press,"Medicine, Neurology and Clinical Neuroscience",https://doi.org/10.1017/UPO9780987073051
9.78E+12,Jurkovic/Valentin/Vyas,Gynaecological Ultrasound in Clinical Practice,Royal College of Obstetricians and Gynaecologists Advanced Skills,Professional and Individual Purchase,Cambridge University Press,Cambridge Books Online,"Medicine, Obstetrics and Gynecology, Reproductive Medicine",https://doi.org/10.1017/CBO9781107784703
9.78E+12,Bowman/Nuttall,Ticks,,Monographs,Cambridge University Press,Cambridge Books Online,"Science and Engineering, Medicine, Life Sciences, Infectious Disease, Entomology",https://doi.org/10.1017/CBO9780511551802
9.78E+12,Barton/Hamilton,Sulphate-Reducing Bacteria,,Monographs,Cambridge University Press,Cambridge Books Online,"Science and Engineering, Life Sciences, Bioengineering, Microbiology and Immunology",https://doi.org/10.1017/CBO9780511541490
9.78E+12,Low,Climate Change and Africa,,Monographs,Cambridge University Press,Cambridge Books Online,"Social Sciences, Science and Engineering, Geography, Earth and Environmental Sciences, Geography: General Interest, Climatology and Climate Change",https://doi.org/10.1017/CBO9780511535864
9.78E+12,Hill et al,Handbook of Biodiversity Methods,,Professional and Individual Purchase,Cambridge University Press,Cambridge Books Online,"Science and Engineering, Life Sciences, Ecology and Conservation",https://doi.org/10.1017/CBO9780511542084
9.78E+12,Livio/Reid/Sparks,Astrophysics of Life,Space Telescope Science Institute Symposium Series,Monographs,Cambridge University Press,Cambridge Books Online,"Science and Engineering, Physics And Astronomy, Computational Science and Modelling, History of Astronomy and Cosmology",https://doi.org/10.1017/CBO9780511536113
9.78E+12,Blahut,Theory of Remote Image Formation,,Professional and Individual Purchase,Cambridge University Press,Cambridge Books Online,"Science and Engineering, Earth and Environmental Sciences, Engineering, Remote Sensing and Gis, Communications and Signal Processing",https://doi.org/10.1017/CBO9780511543418
9.78E+12,Gillberg,A Guide to Asperger Syndrome,,Professional and Individual Purchase,Cambridge University Press,Cambridge Books Online,"Psychiatry, Psychiatry and Clinical Psychology",https://doi.org/10.1017/CBO9780511543814
9.78E+12,Hoppa/Vaupel,Paleodemography,Cambridge Studies in Biological and Evolutionary Anthropology,Monographs,Cambridge University Press,Cambridge Books Online,"Science and Engineering, Social Sciences, Life Sciences, Anthropology, Biological Anthropology and Primatology, Physical Anthropology",https://doi.org/10.1017/CBO9780511542428
9.78E+12,Kigami,Analysis on Fractals,Cambridge Tracts in Mathematics,Monographs,Cambridge University Press,Cambridge Books Online,"Science and Engineering, Mathematics, Statistics and Probability, Recreational Mathematics, Abstract Analysis, Probability Theory and Stochastic Processes",https://doi.org/10.1017/CBO9780511470943
9.78E+12,O'Neill/MacKellar/Lutz,Population and Climate Change,,Monographs,Cambridge University Press,Cambridge Books Online,"Social Sciences, Science and Engineering, Politics and International Relations, Earth and Environmental Sciences, Politics: General Interest, Environmental Science",https://doi.org/10.1017/CBO9780511529450
9.78E+12,Berrios/Hodges,Memory Disorders in Psychiatric Practice,,Professional and Individual Purchase,Cambridge University Press,Cambridge Books Online,"Psychiatry, Medicine, Neurology and Clinical Neuroscience, Psychiatry and Clinical Psychology",https://doi.org/10.1017/CBO9780511530197
9.78E+12,Gokden/Kumar,Neuropathologic and Neuroradiologic Correlations,,Professional and Individual Purchase,Cambridge University Press,Cambridge Books Online,"Medicine, Medical Imaging, Pathology and Laboratory Science",https://doi.org/10.1017/9781139696401
9.78E+12,Bernik/Dodson,Metric Diophantine Approximation on Manifolds,Cambridge Tracts in Mathematics,Monographs,Cambridge University Press,Cambridge Books Online,"Science and Engineering, Mathematics, Recreational Mathematics, Number Theory",https://doi.org/10.1017/CBO9780511565991
9.78E+12,Dimassi/Sjostrand,Spectral Asymptotics in the Semi-Classical Limit,London Mathematical Society Lecture Note Series,Monographs,Cambridge University Press,Cambridge Books Online,"Science and Engineering, Mathematics, Abstract Analysis, Recreational Mathematics",https://doi.org/10.1017/CBO9780511662195
9.78E+12,Schulkin,The Neuroendocrine Regulation of Behavior,,Professional and Individual Purchase,Cambridge University Press,Cambridge Books Online,"Science and Engineering, Life Sciences, Neurosciences, Animal Behaviour",https://doi.org/10.1017/CBO9780511818738
9.78E+12,Hirsch/Page,Nuclear and Particle Astrophysics,Cambridge Contemporary Astrophysics,Monographs,Cambridge University Press,Cambridge Books Online,"Science and Engineering, Physics And Astronomy, General and Classical Physics",https://doi.org/10.1017/CBO9780511564697
9.78E+12,Lumsden,Plants and UV-B,Society for Experimental Biology Seminar Series,Monographs,Cambridge University Press,Cambridge Books Online,"Science and Engineering, Life Sciences, Zoology, Ecology and Conservation, Plant Sciences",https://doi.org/10.1017/CBO9780511752346
